ID,KDMK,NAMA MK,JENIS,SKS,NILAI
Alumni003,IT045217,MATEMATIKA LANJUT 1,W,2,C
Alumni003,IT045218,MATEMATIKA LANJUT 2,W,2,A
Alumni003,IT045219,ORGANISASI SISTEM KOMPUTER,U,2,B
Alumni003,AK045212,PEMODELAN DAN SIMULASI,W,2,C
Alumni003,AK045213,PEMROGRAMAN BERBASIS OBJEK,W,2,B
Alumni003,AK045214,PEMROGRAMAN JARINGAN,W,2,B
Alumni003,AK045215,PEMROGRAMAN MULTIMEDIA,P,2,A
Alumni003,AK045216,PEMROGRAMAN WEB,W,2,A
Alumni003,PP000201,PENDIDIKAN AGAMA ISLAM,W,2,A
Alumni003,PP000207,PENDIDIKAN KEWARGANEGARAAN,W,2,A
Alumni003,PP000206,PENDIDIKAN PANCASILA,U,2,A
Alumni003,IT045131,PENGANTAR TEKNOLOGI INTERNET DAN NEW MEDIA,W,1,B
Alumni003,IT045320,PENGANTAR TEKNOLOGI KOMPUTER DAN INFORMATIKA,W,3,B
Alumni003,IT045135,PENGANTAR WEB SCIENCE,W,1,A
Alumni003,IT045341,PENGELOLAAN PROYEK PERANGKAT LUNAK,W,3,A
Alumni003,AK045241,PENGOLAHAN CITRA,W,2,B
Alumni003,PB045203,PENULISAN ILMIAH / KERJA PRAKTEK,W,2,A
Alumni003,AK045325,PERANCANGAN DAN ANALISA ALGORITMA,W,3,B
Alumni003,IT045121,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 1,W,1,A
Alumni003,IT045122,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 2,W,1,A
Alumni003,IT045123,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 3,W,1,B
Alumni003,IT045124,PRAKTIKUM FISIKA DASAR,W,1,B
Alumni003,AK045211,REKAYASA KOMPUTASIONAL,W,2,B
Alumni003,AK045226,REKAYASA PERANGKAT LUNAK 1,W,2,A
Alumni003,AK045227,REKAYASA PERANGKAT LUNAK 2,U,2,B
Alumni003,IT045233,RISET OPERASIONAL,P,2,B
Alumni003,AK045329,SISTEM BASIS DATA 1,W,3,B
Alumni003,AK045330,SISTEM BASIS DATA 2,U,3,B
Alumni003,IT045225,SISTEM BERKAS,U,2,A
Alumni003,AK045231,SISTEM INFORMASI,U,2,B
Alumni003,AK045237,SISTEM INFORMASI AKUNTANSI DAN KEUANGAN,W,2,A
Alumni003,IT045226,SISTEM INFORMASI MANAJEMEN,W,2,A
Alumni003,IT045237,SISTEM KEAMANAN KOMPUTER,W,2,B
Alumni003,AK045232,SISTEM MULTIMEDIA,W,2,B
Alumni003,AK045333,SISTEM OPERASI,U,3,B
Alumni003,AK045223,SISTEM TERDISTRIBUSI,P,2,B
Alumni003,AK045636,SKRIPSI / EVALUASI KOMPREHENSIF,W,6,A
Alumni003,IT045227,STATISTIKA 1,W,2,C
Alumni003,IT045228,STATISTIKA 2,W,2,A
Alumni003,IT045229,STRUKTUR DATA,W,2,C
Alumni003,AK045335,TEKNIK KOMPILASI,W,3,B
Alumni003,AK045138,TEKNOLOGI GAME,W,1,B
Alumni003,IT045330,TEORI BAHASA DAN OTOMATA,U,3,B
Alumni003,IT045201,ALGORITMA DAN PEMROGRAMAN 1,W,2,A
Alumni003,IT045202,ALGORITMA DAN PEMROGRAMAN 2,U,2,B
Alumni003,IT045203,ALGORITMA DAN PEMROGRAMAN 3,U,2,A
Alumni003,AK045301,ALGORITMA DAN PENGOLAHAN PARALEL,W,3,B
Alumni003,IT045240,ALGORITMA DEEP LEARNING,W,2,A
Alumni003,AK045203,ARSITEKTUR KOMPUTER,U,2,A
Alumni003,PB045204,BAHASA INDONESIA,W,2,A
Alumni003,IT045104,BAHASA INGGRIS 1,W,1,B
Alumni003,IT045105,BAHASA INGGRIS 2,W,1,B
Alumni003,IT045106,BAHASA INGGRIS BISNIS 1,W,1,A
Alumni003,IT045107,BAHASA INGGRIS BISNIS 2,W,1,B
Alumni003,PB045107,BISNIS INFORMATIKA,W,1,A
Alumni003,IT045132,DISAIN PEMODELAN GRAFIK,W,1,A
Alumni003,IT045208,FISIKA DAN KIMIA DASAR 1,W,2,C
Alumni003,IT045209,FISIKA DAN KIMIA DASAR 2,W,2,B
Alumni003,IT045242,FORENSIK TEKNOLOGI INFORMASI,W,2,A
Alumni003,AK045205,GRAFIK KOMPUTER 1,W,2,A
Alumni003,AK045206,GRAFIK KOMPUTER 2,W,2,B
Alumni003,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni003,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni003,AK045238,INFORMATIKA KESEHATAN,P,2,B
Alumni003,AK045307,INTERAKSI MANUSIA DAN KOMPUTER,U,3,B
Alumni003,AK045308,JARINGAN KOMPUTER,U,3,A
Alumni003,AK045209,JARINGAN KOMPUTER LANJUT,P,2,B
Alumni003,AK045218,KECERDASAN BUATAN,W,2,C
Alumni003,IT045136,KOMPUTASI MODERN,W,1,A
Alumni003,AK045210,KONSEP DATA MINING,P,2,B
Alumni003,IT045312,KONSEP TEKNOLOGI INFORMASI,W,3,A
Alumni003,PB045202,LEGAL ASPEK PRODUK TEKNOLOGI INFORMASI DAN KOMUNIKASI,W,2,B
Alumni003,IT045210,MATEMATIKA DASAR 1,W,2,C
Alumni003,IT045238,MATEMATIKA DASAR 2,U,2,A
Alumni003,IT045213,MATEMATIKA INFORMATIKA 1,W,2,B
Alumni003,IT045214,MATEMATIKA INFORMATIKA 2,W,2,B
Alumni003,IT045215,MATEMATIKA INFORMATIKA 3,W,2,B
Alumni003,IT045216,MATEMATIKA INFORMATIKA 4,U,2,B
Alumni003,IT045217,MATEMATIKA LANJUT 1,W,2,C
Alumni003,IT045218,MATEMATIKA LANJUT 2,W,2,A
Alumni003,IT045219,ORGANISASI SISTEM KOMPUTER,U,2,B
Alumni003,AK045212,PEMODELAN DAN SIMULASI,W,2,C
Alumni003,AK045213,PEMROGRAMAN BERBASIS OBJEK,W,2,B
Alumni003,AK045214,PEMROGRAMAN JARINGAN,W,2,B
Alumni003,AK045215,PEMROGRAMAN MULTIMEDIA,P,2,A
Alumni003,AK045216,PEMROGRAMAN WEB,W,2,A
Alumni003,PP000201,PENDIDIKAN AGAMA ISLAM,W,2,A
Alumni003,PP000207,PENDIDIKAN KEWARGANEGARAAN,W,2,A
Alumni003,PP000206,PENDIDIKAN PANCASILA,U,2,A
Alumni003,IT045131,PENGANTAR TEKNOLOGI INTERNET DAN NEW MEDIA,W,1,B
Alumni003,IT045320,PENGANTAR TEKNOLOGI KOMPUTER DAN INFORMATIKA,W,3,B
Alumni003,IT045135,PENGANTAR WEB SCIENCE,W,1,A
Alumni003,IT045341,PENGELOLAAN PROYEK PERANGKAT LUNAK,W,3,A
Alumni003,AK045241,PENGOLAHAN CITRA,W,2,B
Alumni003,PB045203,PENULISAN ILMIAH / KERJA PRAKTEK,W,2,A
Alumni003,AK045325,PERANCANGAN DAN ANALISA ALGORITMA,W,3,B
Alumni003,IT045121,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 1,W,1,A
Alumni003,IT045122,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 2,W,1,A
Alumni003,IT045123,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 3,W,1,B
Alumni003,IT045124,PRAKTIKUM FISIKA DASAR,W,1,B
Alumni003,AK045211,REKAYASA KOMPUTASIONAL,W,2,B
Alumni003,AK045226,REKAYASA PERANGKAT LUNAK 1,W,2,A
Alumni003,AK045227,REKAYASA PERANGKAT LUNAK 2,U,2,B
Alumni003,IT045233,RISET OPERASIONAL,P,2,B
Alumni003,AK045329,SISTEM BASIS DATA 1,W,3,B
Alumni003,AK045330,SISTEM BASIS DATA 2,U,3,B
Alumni003,IT045225,SISTEM BERKAS,U,2,A
Alumni003,AK045231,SISTEM INFORMASI,U,2,B
Alumni003,AK045237,SISTEM INFORMASI AKUNTANSI DAN KEUANGAN,W,2,A
Alumni003,IT045226,SISTEM INFORMASI MANAJEMEN,W,2,A
Alumni003,IT045237,SISTEM KEAMANAN KOMPUTER,W,2,B
Alumni003,AK045232,SISTEM MULTIMEDIA,W,2,B
Alumni003,AK045333,SISTEM OPERASI,U,3,B
Alumni003,AK045223,SISTEM TERDISTRIBUSI,P,2,B
Alumni003,AK045636,SKRIPSI / EVALUASI KOMPREHENSIF,W,6,A
Alumni003,IT045227,STATISTIKA 1,W,2,C
Alumni003,IT045228,STATISTIKA 2,W,2,A
Alumni003,IT045229,STRUKTUR DATA,W,2,C
Alumni003,AK045335,TEKNIK KOMPILASI,W,3,B
Alumni003,AK045138,TEKNOLOGI GAME,W,1,B
Alumni003,IT045330,TEORI BAHASA DAN OTOMATA,U,3,B
Alumni004,IT045201,ALGORITMA DAN PEMROGRAMAN 1,W,2,B
Alumni004,IT045202,ALGORITMA DAN PEMROGRAMAN 2,U,2,B
Alumni004,IT045203,ALGORITMA DAN PEMROGRAMAN 3,U,2,B
Alumni004,AK045301,ALGORITMA DAN PENGOLAHAN PARALEL,W,3,B
Alumni004,IT045240,ALGORITMA DEEP LEARNING,W,2,C
Alumni004,AK045203,ARSITEKTUR KOMPUTER,U,2,B
Alumni004,PB045204,BAHASA INDONESIA,W,2,B
Alumni004,IT045104,BAHASA INGGRIS 1,W,1,C
Alumni004,IT045105,BAHASA INGGRIS 2,W,1,B
Alumni004,IT045106,BAHASA INGGRIS BISNIS 1,W,1,A
Alumni004,IT045107,BAHASA INGGRIS BISNIS 2,W,1,B
Alumni004,PB045107,BISNIS INFORMATIKA,W,1,B
Alumni004,IT045132,DISAIN PEMODELAN GRAFIK,W,1,B
Alumni004,IT045208,FISIKA DAN KIMIA DASAR 1,W,2,B
Alumni004,IT045209,FISIKA DAN KIMIA DASAR 2,W,2,B
Alumni004,IT045242,FORENSIK TEKNOLOGI INFORMASI,W,2,B
Alumni004,AK045205,GRAFIK KOMPUTER 1,W,2,B
Alumni004,AK045206,GRAFIK KOMPUTER 2,W,2,B
Alumni004,HM045101,ILMU BUDAYA DASAR,W,1,B
Alumni004,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni004,AK045238,INFORMATIKA KESEHATAN,P,2,C
Alumni004,AK045307,INTERAKSI MANUSIA DAN KOMPUTER,U,3,A
Alumni004,AK045308,JARINGAN KOMPUTER,U,3,B
Alumni004,AK045209,JARINGAN KOMPUTER LANJUT,P,2,A
Alumni004,AK045218,KECERDASAN BUATAN,W,2,B
Alumni004,IT045136,KOMPUTASI MODERN,W,1,B
Alumni004,AK045210,KONSEP DATA MINING,P,2,B
Alumni004,IT045312,KONSEP TEKNOLOGI INFORMASI,W,3,B
Alumni004,PB045202,LEGAL ASPEK PRODUK TEKNOLOGI INFORMASI DAN KOMUNIKASI,W,2,B
Alumni004,IT045210,MATEMATIKA DASAR 1,W,2,B
Alumni004,IT045238,MATEMATIKA DASAR 2,U,2,A
Alumni004,IT045213,MATEMATIKA INFORMATIKA 1,W,2,A
Alumni004,IT045214,MATEMATIKA INFORMATIKA 2,W,2,B
Alumni004,IT045215,MATEMATIKA INFORMATIKA 3,W,2,B
Alumni004,IT045216,MATEMATIKA INFORMATIKA 4,U,2,B
Alumni004,IT045217,MATEMATIKA LANJUT 1,W,2,B
Alumni004,IT045218,MATEMATIKA LANJUT 2,W,2,B
Alumni004,IT045219,ORGANISASI SISTEM KOMPUTER,U,2,B
Alumni004,AK045212,PEMODELAN DAN SIMULASI,W,2,B
Alumni004,AK045213,PEMROGRAMAN BERBASIS OBJEK,W,2,B
Alumni004,AK045214,PEMROGRAMAN JARINGAN,W,2,B
Alumni004,AK045215,PEMROGRAMAN MULTIMEDIA,P,2,B
Alumni004,AK045216,PEMROGRAMAN WEB,W,2,B
Alumni004,PP000201,PENDIDIKAN AGAMA ISLAM,W,2,B
Alumni004,PP000207,PENDIDIKAN KEWARGANEGARAAN,W,2,B
Alumni004,PP000206,PENDIDIKAN PANCASILA,U,2,B
Alumni004,IT045131,PENGANTAR TEKNOLOGI INTERNET DAN NEW MEDIA,W,1,C
Alumni004,IT045320,PENGANTAR TEKNOLOGI KOMPUTER DAN INFORMATIKA,W,3,B
Alumni004,IT045135,PENGANTAR WEB SCIENCE,W,1,B
Alumni004,IT045341,PENGELOLAAN PROYEK PERANGKAT LUNAK,W,3,B
Alumni004,AK045241,PENGOLAHAN CITRA,W,2,C
Alumni004,PB045203,PENULISAN ILMIAH / KERJA PRAKTEK,W,2,A
Alumni004,AK045325,PERANCANGAN DAN ANALISA ALGORITMA,W,3,B
Alumni004,IT045121,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 1,W,1,C
Alumni004,IT045122,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 2,W,1,B
Alumni004,IT045123,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 3,W,1,B
Alumni004,IT045124,PRAKTIKUM FISIKA DASAR,W,1,B
Alumni004,AK045211,REKAYASA KOMPUTASIONAL,W,2,B
Alumni004,AK045226,REKAYASA PERANGKAT LUNAK 1,W,2,B
Alumni004,AK045227,REKAYASA PERANGKAT LUNAK 2,U,2,B
Alumni004,IT045233,RISET OPERASIONAL,P,2,B
Alumni004,AK045329,SISTEM BASIS DATA 1,W,3,B
Alumni004,AK045330,SISTEM BASIS DATA 2,U,3,B
Alumni004,IT045225,SISTEM BERKAS,U,2,B
Alumni004,AK045231,SISTEM INFORMASI,U,2,B
Alumni004,AK045237,SISTEM INFORMASI AKUNTANSI DAN KEUANGAN,W,2,B
Alumni004,IT045226,SISTEM INFORMASI MANAJEMEN,W,2,B
Alumni004,IT045237,SISTEM KEAMANAN KOMPUTER,W,2,B
Alumni004,AK045232,SISTEM MULTIMEDIA,W,2,B
Alumni004,AK045333,SISTEM OPERASI,U,3,B
Alumni004,AK045223,SISTEM TERDISTRIBUSI,P,2,A
Alumni004,AK045636,SKRIPSI / EVALUASI KOMPREHENSIF,W,6,A
Alumni004,IT045227,STATISTIKA 1,W,2,B
Alumni004,IT045228,STATISTIKA 2,W,2,B
Alumni004,IT045229,STRUKTUR DATA,W,2,B
Alumni004,AK045335,TEKNIK KOMPILASI,W,3,B
Alumni004,AK045138,TEKNOLOGI GAME,W,1,A
Alumni004,IT045330,TEORI BAHASA DAN OTOMATA,U,3,B
Alumni004,IT045201,ALGORITMA DAN PEMROGRAMAN 1,W,2,B
Alumni004,IT045202,ALGORITMA DAN PEMROGRAMAN 2,U,2,B
Alumni004,IT045203,ALGORITMA DAN PEMROGRAMAN 3,U,2,B
Alumni004,AK045301,ALGORITMA DAN PENGOLAHAN PARALEL,W,3,B
Alumni004,IT045240,ALGORITMA DEEP LEARNING,W,2,C
Alumni004,AK045203,ARSITEKTUR KOMPUTER,U,2,B
Alumni004,PB045204,BAHASA INDONESIA,W,2,B
Alumni004,IT045104,BAHASA INGGRIS 1,W,1,C
Alumni004,IT045105,BAHASA INGGRIS 2,W,1,B
Alumni004,IT045106,BAHASA INGGRIS BISNIS 1,W,1,A
Alumni004,IT045107,BAHASA INGGRIS BISNIS 2,W,1,B
Alumni004,PB045107,BISNIS INFORMATIKA,W,1,B
Alumni004,IT045132,DISAIN PEMODELAN GRAFIK,W,1,B
Alumni004,IT045208,FISIKA DAN KIMIA DASAR 1,W,2,B
Alumni004,IT045209,FISIKA DAN KIMIA DASAR 2,W,2,B
Alumni004,IT045242,FORENSIK TEKNOLOGI INFORMASI,W,2,B
Alumni004,AK045205,GRAFIK KOMPUTER 1,W,2,B
Alumni004,AK045206,GRAFIK KOMPUTER 2,W,2,B
Alumni004,HM045101,ILMU BUDAYA DASAR,W,1,B
Alumni004,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni004,AK045238,INFORMATIKA KESEHATAN,P,2,C
Alumni004,AK045307,INTERAKSI MANUSIA DAN KOMPUTER,U,3,A
Alumni004,AK045308,JARINGAN KOMPUTER,U,3,B
Alumni004,AK045209,JARINGAN KOMPUTER LANJUT,P,2,A
Alumni004,AK045218,KECERDASAN BUATAN,W,2,B
Alumni004,IT045136,KOMPUTASI MODERN,W,1,B
Alumni004,AK045210,KONSEP DATA MINING,P,2,B
Alumni004,IT045312,KONSEP TEKNOLOGI INFORMASI,W,3,B
Alumni004,PB045202,LEGAL ASPEK PRODUK TEKNOLOGI INFORMASI DAN KOMUNIKASI,W,2,B
Alumni004,IT045210,MATEMATIKA DASAR 1,W,2,B
Alumni004,IT045238,MATEMATIKA DASAR 2,U,2,A
Alumni004,IT045213,MATEMATIKA INFORMATIKA 1,W,2,A
Alumni004,IT045214,MATEMATIKA INFORMATIKA 2,W,2,B
Alumni004,IT045215,MATEMATIKA INFORMATIKA 3,W,2,B
Alumni004,IT045216,MATEMATIKA INFORMATIKA 4,U,2,B
Alumni004,IT045217,MATEMATIKA LANJUT 1,W,2,B
Alumni004,IT045218,MATEMATIKA LANJUT 2,W,2,B
Alumni004,IT045219,ORGANISASI SISTEM KOMPUTER,U,2,B
Alumni004,AK045212,PEMODELAN DAN SIMULASI,W,2,B
Alumni004,AK045213,PEMROGRAMAN BERBASIS OBJEK,W,2,B
Alumni004,AK045214,PEMROGRAMAN JARINGAN,W,2,B
Alumni004,AK045215,PEMROGRAMAN MULTIMEDIA,P,2,B
Alumni004,AK045216,PEMROGRAMAN WEB,W,2,B
Alumni004,PP000201,PENDIDIKAN AGAMA ISLAM,W,2,B
Alumni004,PP000207,PENDIDIKAN KEWARGANEGARAAN,W,2,B
Alumni004,PP000206,PENDIDIKAN PANCASILA,U,2,B
Alumni004,IT045131,PENGANTAR TEKNOLOGI INTERNET DAN NEW MEDIA,W,1,C
Alumni004,IT045320,PENGANTAR TEKNOLOGI KOMPUTER DAN INFORMATIKA,W,3,B
Alumni004,IT045135,PENGANTAR WEB SCIENCE,W,1,B
Alumni004,IT045341,PENGELOLAAN PROYEK PERANGKAT LUNAK,W,3,B
Alumni004,AK045241,PENGOLAHAN CITRA,W,2,C
Alumni004,PB045203,PENULISAN ILMIAH / KERJA PRAKTEK,W,2,A
Alumni004,AK045325,PERANCANGAN DAN ANALISA ALGORITMA,W,3,B
Alumni004,IT045121,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 1,W,1,C
Alumni004,IT045122,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 2,W,1,B
Alumni004,IT045123,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 3,W,1,B
Alumni004,IT045124,PRAKTIKUM FISIKA DASAR,W,1,B
Alumni004,AK045211,REKAYASA KOMPUTASIONAL,W,2,B
Alumni004,AK045226,REKAYASA PERANGKAT LUNAK 1,W,2,B
Alumni004,AK045227,REKAYASA PERANGKAT LUNAK 2,U,2,B
Alumni004,IT045233,RISET OPERASIONAL,P,2,B
Alumni004,AK045329,SISTEM BASIS DATA 1,W,3,B
Alumni004,AK045330,SISTEM BASIS DATA 2,U,3,B
Alumni004,IT045225,SISTEM BERKAS,U,2,B
Alumni004,AK045231,SISTEM INFORMASI,U,2,B
Alumni004,AK045237,SISTEM INFORMASI AKUNTANSI DAN KEUANGAN,W,2,B
Alumni004,IT045226,SISTEM INFORMASI MANAJEMEN,W,2,B
Alumni004,IT045237,SISTEM KEAMANAN KOMPUTER,W,2,B
Alumni004,AK045232,SISTEM MULTIMEDIA,W,2,B
Alumni004,AK045333,SISTEM OPERASI,U,3,B
Alumni004,AK045223,SISTEM TERDISTRIBUSI,P,2,A
Alumni004,AK045636,SKRIPSI / EVALUASI KOMPREHENSIF,W,6,A
Alumni004,IT045227,STATISTIKA 1,W,2,B
Alumni004,IT045228,STATISTIKA 2,W,2,B
Alumni004,IT045229,STRUKTUR DATA,W,2,B
Alumni004,AK045335,TEKNIK KOMPILASI,W,3,B
Alumni004,AK045138,TEKNOLOGI GAME,W,1,A
Alumni004,IT045330,TEORI BAHASA DAN OTOMATA,U,3,B
Alumni006,IT045201,ALGORITMA DAN PEMROGRAMAN 1,W,2,B
Alumni006,IT045202,ALGORITMA DAN PEMROGRAMAN 2,U,2,B
Alumni006,IT045203,ALGORITMA DAN PEMROGRAMAN 3,U,2,A
Alumni006,AK045301,ALGORITMA DAN PENGOLAHAN PARALEL,W,3,B
Alumni006,IT045240,ALGORITMA DEEP LEARNING,W,2,A
Alumni006,AK045203,ARSITEKTUR KOMPUTER,U,2,B
Alumni006,PB045204,BAHASA INDONESIA,W,2,B
Alumni006,IT045104,BAHASA INGGRIS 1,W,1,B
Alumni006,IT045105,BAHASA INGGRIS 2,W,1,B
Alumni006,IT045106,BAHASA INGGRIS BISNIS 1,W,1,B
Alumni006,IT045107,BAHASA INGGRIS BISNIS 2,W,1,B
Alumni006,PB045107,BISNIS INFORMATIKA,W,1,A
Alumni006,IT045132,DISAIN PEMODELAN GRAFIK,W,1,A
Alumni006,IT045208,FISIKA DAN KIMIA DASAR 1,W,2,A
Alumni006,IT045209,FISIKA DAN KIMIA DASAR 2,W,2,B
Alumni006,IT045242,FORENSIK TEKNOLOGI INFORMASI,W,2,A
Alumni006,AK045205,GRAFIK KOMPUTER 1,W,2,A
Alumni006,AK045206,GRAFIK KOMPUTER 2,W,2,B
Alumni006,HM045101,ILMU BUDAYA DASAR,W,1,B
Alumni006,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni006,AK045238,INFORMATIKA KESEHATAN,P,2,B
Alumni006,AK045307,INTERAKSI MANUSIA DAN KOMPUTER,U,3,B
Alumni006,AK045308,JARINGAN KOMPUTER,U,3,B
Alumni006,AK045209,JARINGAN KOMPUTER LANJUT,P,2,B
Alumni006,AK045218,KECERDASAN BUATAN,W,2,A
Alumni006,IT045136,KOMPUTASI MODERN,W,1,A
Alumni006,AK045210,KONSEP DATA MINING,P,2,A
Alumni006,IT045312,KONSEP TEKNOLOGI INFORMASI,W,3,B
Alumni006,PB045202,LEGAL ASPEK PRODUK TEKNOLOGI INFORMASI DAN KOMUNIKASI,W,2,A
Alumni006,IT045210,MATEMATIKA DASAR 1,W,2,B
Alumni006,IT045238,MATEMATIKA DASAR 2,U,2,B
Alumni006,IT045213,MATEMATIKA INFORMATIKA 1,W,2,A
Alumni006,IT045214,MATEMATIKA INFORMATIKA 2,W,2,B
Alumni006,IT045215,MATEMATIKA INFORMATIKA 3,W,2,B
Alumni006,IT045216,MATEMATIKA INFORMATIKA 4,U,2,B
Alumni006,IT045217,MATEMATIKA LANJUT 1,W,2,A
Alumni006,IT045218,MATEMATIKA LANJUT 2,W,2,B
Alumni006,IT045219,ORGANISASI SISTEM KOMPUTER,U,2,B
Alumni006,AK045212,PEMODELAN DAN SIMULASI,W,2,B
Alumni006,AK045213,PEMROGRAMAN BERBASIS OBJEK,W,2,B
Alumni006,AK045214,PEMROGRAMAN JARINGAN,W,2,B
Alumni006,AK045215,PEMROGRAMAN MULTIMEDIA,P,2,B
Alumni006,AK045216,PEMROGRAMAN WEB,W,2,B
Alumni006,PP000201,PENDIDIKAN AGAMA ISLAM,W,2,B
Alumni006,PP000207,PENDIDIKAN KEWARGANEGARAAN,W,2,B
Alumni006,PP000206,PENDIDIKAN PANCASILA,U,2,B
Alumni006,IT045131,PENGANTAR TEKNOLOGI INTERNET DAN NEW MEDIA,W,1,A
Alumni006,IT045320,PENGANTAR TEKNOLOGI KOMPUTER DAN INFORMATIKA,W,3,B
Alumni006,IT045135,PENGANTAR WEB SCIENCE,W,1,A
Alumni006,IT045341,PENGELOLAAN PROYEK PERANGKAT LUNAK,W,3,A
Alumni006,AK045241,PENGOLAHAN CITRA,W,2,B
Alumni006,PB045203,PENULISAN ILMIAH / KERJA PRAKTEK,W,2,A
Alumni006,AK045325,PERANCANGAN DAN ANALISA ALGORITMA,W,3,B
Alumni006,IT045121,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 1,W,1,B
Alumni006,IT045122,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 2,W,1,B
Alumni006,IT045123,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 3,W,1,B
Alumni006,IT045124,PRAKTIKUM FISIKA DASAR,W,1,B
Alumni006,AK045211,REKAYASA KOMPUTASIONAL,W,2,B
Alumni006,AK045226,REKAYASA PERANGKAT LUNAK 1,W,2,B
Alumni006,AK045227,REKAYASA PERANGKAT LUNAK 2,U,2,B
Alumni006,IT045233,RISET OPERASIONAL,W,2,A
Alumni006,AK045329,SISTEM BASIS DATA 1,W,3,B
Alumni006,AK045330,SISTEM BASIS DATA 2,U,3,B
Alumni006,IT045225,SISTEM BERKAS,U,2,B
Alumni006,AK045231,SISTEM INFORMASI,U,2,B
Alumni006,AK045237,SISTEM INFORMASI AKUNTANSI DAN KEUANGAN,W,2,A
Alumni006,IT045226,SISTEM INFORMASI MANAJEMEN,W,2,B
Alumni006,IT045237,SISTEM KEAMANAN KOMPUTER,W,2,A
Alumni006,AK045232,SISTEM MULTIMEDIA,W,2,B
Alumni006,AK045333,SISTEM OPERASI,U,3,B
Alumni006,AK045223,SISTEM TERDISTRIBUSI,P,2,B
Alumni006,AK045636,SKRIPSI / EVALUASI KOMPREHENSIF,W,6,A
Alumni006,IT045227,STATISTIKA 1,W,2,A
Alumni006,IT045228,STATISTIKA 2,W,2,B
Alumni006,IT045229,STRUKTUR DATA,W,2,B
Alumni006,AK045335,TEKNIK KOMPILASI,W,3,B
